Driver,method,flag_time_s
ALB,baseline,9158.475
ALB,baseline,9161.787
ALB,baseline,9161.875
ALB,baseline,9162.467
ALB,baseline,9162.896
ALB,baseline,9162.907
ALB,baseline,9163.176
ALB,baseline,9163.955
ALB,baseline,9164.135
ALB,baseline,9177.475
ALB,baseline,9177.828
ALB,baseline,9178.075
ALB,baseline,9188.454
ALB,baseline,9188.587
ALB,baseline,9188.635
ALB,baseline,9188.695
ALB,baseline,9244.028
ALB,baseline,9245.548
ALB,baseline,9247.995
ALB,baseline,9248.227
ALB,baseline,9248.375
ALB,baseline,9248.547
ALB,baseline,9248.575
ALB,baseline,9248.787
ALB,baseline,9248.896
ALB,baseline,9248.948
ALB,baseline,9249.135
ALB,baseline,9249.776
ALB,baseline,9250.596
ALB,baseline,9250.748
ALB,baseline,9265.175
ALB,baseline,9265.656
ALB,baseline,9267.348
ALB,baseline,9269.388
ALB,baseline,9269.435
ALB,baseline,9331.068
ALB,baseline,9331.096
ALB,baseline,9331.656
ALB,baseline,9331.668
ALB,baseline,9332.356
ALB,baseline,9332.468
ALB,baseline,9332.628
ALB,baseline,9333.468
ALB,baseline,9333.615
ALB,baseline,9333.668
ALB,baseline,9333.755
ALB,baseline,9334.028
ALB,baseline,9334.268
ALB,baseline,9334.275
ALB,baseline,9334.789
ALB,baseline,9334.795
ALB,baseline,9335.035
ALB,baseline,9335.228
ALB,baseline,9335.295
ALB,baseline,9335.855
ALB,baseline,9336.036
ALB,baseline,9336.068
ALB,baseline,9336.228
ALB,baseline,9336.428
ALB,baseline,9336.455
ALB,baseline,9336.588
ALB,baseline,9336.655
ALB,baseline,9336.836
ALB,baseline,9337.108
ALB,baseline,9337.136
ALB,baseline,9337.788
ALB,baseline,9338.176
ALB,baseline,9338.736
ALB,baseline,9352.548
ALB,baseline,9352.695
ALB,baseline,9355.988
ALB,baseline,9356.015
ALB,baseline,9356.868
NOR,conformal,7267.035
NOR,conformal,7267.181
NOR,conformal,7267.295
NOR,conformal,7267.421
NOR,conformal,7267.741
NOR,conformal,7267.775
NOR,conformal,7267.915
NOR,conformal,7267.981
NOR,conformal,7268.175
NOR,conformal,7268.301
NOR,conformal,7268.355
NOR,conformal,7268.461
NOR,conformal,7268.635
NOR,conformal,7268.661
NOR,conformal,7268.861
NOR,conformal,7268.895
NOR,conformal,7269.055
NOR,conformal,7269.182
NOR,conformal,7269.342
NOR,conformal,7269.375
NOR,conformal,7332.334
NOR,conformal,7332.495
NOR,conformal,7332.542
NOR,conformal,7332.675
NOR,conformal,7332.862
NOR,conformal,7332.874
NOR,conformal,7333.055
NOR,conformal,7333.182
NOR,conformal,7333.395
NOR,conformal,7333.581
NOR,conformal,7333.655
NOR,conformal,7333.861
NOR,conformal,7333.976
NOR,conformal,7334.141
NOR,conformal,7334.175
NOR,conformal,7334.335
NOR,conformal,7334.381
NOR,conformal,7334.541
NOR,conformal,7334.575
NOR,conformal,7334.702
NOR,conformal,7334.902
NOR,conformal,7335.015
NOR,conformal,7335.262
NOR,conformal,7338.782
NOR,conformal,7424.342
NOR,conformal,7424.502
NOR,conformal,7424.515
NOR,conformal,7424.675
NOR,conformal,7424.782
NOR,conformal,7424.854
NOR,conformal,7425.114
NOR,conformal,7425.182
NOR,conformal,7425.335
NOR,conformal,7425.342
NOR,conformal,7425.575
NOR,conformal,7425.582
NOR,conformal,7425.835
NOR,conformal,7425.982
NOR,conformal,7426.135
NOR,conformal,7426.375
NOR,conformal,7438.702
NOR,conformal,7439.062
NOR,conformal,7439.075
NOR,conformal,7439.342
NOR,conformal,7506.383
NOR,conformal,7506.556
NOR,conformal,7506.703
NOR,conformal,7506.863
NOR,conformal,7506.995
NOR,conformal,7507.195
NOR,conformal,7507.223
NOR,conformal,7507.376
NOR,conformal,7507.383
NOR,conformal,7507.575
NOR,conformal,7507.743
NOR,conformal,7507.775
NOR,conformal,7508.062
NOR,conformal,7508.075
NOR,conformal,7508.236
NOR,conformal,7508.462
NOR,conformal,7508.655
NOR,conformal,7508.742
NOR,conformal,7508.816
NOR,conformal,7510.742
NOR,conformal,7510.935
NOR,conformal,7511.022
NOR,conformal,7511.215
NOR,conformal,7511.342
NOR,conformal,7511.355
NOR,conformal,7511.662
NOR,conformal,7511.795
NOR,conformal,7511.822
NOR,conformal,7512.015
NOR,conformal,7512.195
NOR,conformal,7512.262
NOR,conformal,7512.395
NOR,conformal,7512.675
NOR,conformal,7512.703
NOR,conformal,7513.056
NOR,conformal,7525.503
NOR,conformal,7525.863
NOR,conformal,7525.935
NOR,conformal,7526.023
NOR,conformal,7592.063
NOR,conformal,7592.215
NOR,conformal,7592.336
NOR,conformal,7592.503
NOR,conformal,7592.675
NOR,conformal,7592.823
NOR,conformal,7593.103
NOR,conformal,7593.136
NOR,conformal,7593.303
NOR,conformal,7593.503
NOR,conformal,7593.515
NOR,conformal,7593.696
NOR,conformal,7593.703
NOR,conformal,7593.956
NOR,conformal,7594.135
NOR,conformal,7594.143
NOR,conformal,7594.296
NOR,conformal,7594.303
NOR,conformal,7594.503
NOR,conformal,7594.516
NOR,conformal,7594.703
NOR,conformal,7594.776
NOR,conformal,7614.063
NOR,conformal,7614.223
NOR,conformal,7614.456
NOR,conformal,7614.583
NOR,conformal,7614.875
NOR,conformal,7614.983
NOR,conformal,7615.143
NOR,conformal,7683.655
NOR,conformal,7683.976
NOR,conformal,7684.023
NOR,conformal,7684.195
NOR,conformal,7684.343
NOR,conformal,7684.516
NOR,conformal,7684.663
NOR,conformal,7684.816
NOR,conformal,7684.983
NOR,conformal,7685.015
NOR,conformal,7685.223
NOR,conformal,7685.376
NOR,conformal,7685.423
NOR,conformal,7685.583
NOR,conformal,7685.815
NOR,conformal,7685.903
NOR,conformal,7686.055
NOR,conformal,7686.063
NOR,conformal,7686.223
NOR,conformal,7686.335
NOR,conformal,7698.863
NOR,conformal,7698.895
NOR,conformal,7700.943
NOR,conformal,7701.155
NOR,conformal,7701.263
NOR,conformal,7701.503
NOR,conformal,7701.595
NOR,conformal,7701.775
NOR,conformal,7701.823
NOR,conformal,7701.895
NOR,conformal,7702.103
NOR,conformal,7702.115
NOR,conformal,7765.663
NOR,conformal,7765.696
NOR,conformal,7765.935
NOR,conformal,7766.063
NOR,conformal,7766.075
NOR,conformal,7766.223
NOR,conformal,7766.335
NOR,conformal,7766.543
NOR,conformal,7766.654
NOR,conformal,7766.983
NOR,conformal,7767.155
NOR,conformal,7767.183
NOR,conformal,7767.383
NOR,conformal,7767.514
NOR,conformal,7767.663
NOR,conformal,7767.675
NOR,conformal,7767.863
NOR,conformal,7767.975
NOR,conformal,7768.095
NOR,conformal,7768.143
NOR,conformal,7768.303
NOR,conformal,7768.375
NOR,conformal,7771.255
NOR,conformal,7771.263
NOR,conformal,7771.503
NOR,conformal,7771.656
NOR,conformal,7771.663
NOR,conformal,7771.775
NOR,conformal,7771.976
NOR,conformal,7772.196
NOR,conformal,7772.263
NOR,conformal,7772.415
NOR,conformal,7772.543
NOR,conformal,7772.595
NOR,conformal,7772.863
NOR,conformal,7772.975
NOR,conformal,7773.095
NOR,conformal,7785.623
NOR,conformal,7785.835
NOR,conformal,7785.943
NOR,conformal,7786.183
NOR,conformal,7872.663
NOR,conformal,7872.895
NOR,conformal,7873.075
NOR,conformal,7873.103
NOR,conformal,7873.255
NOR,conformal,7873.495
NOR,conformal,7873.503
NOR,conformal,7873.676
NOR,conformal,7873.903
NOR,conformal,7874.015
NOR,conformal,7874.335
NOR,conformal,7874.384
NOR,conformal,7874.496
NOR,conformal,7874.584
NOR,conformal,7874.776
NOR,conformal,7938.375
NOR,conformal,7938.503
NOR,conformal,7938.515
NOR,conformal,7938.663
NOR,conformal,7938.715
NOR,conformal,7938.955
NOR,conformal,7938.983
NOR,conformal,7939.223
NOR,conformal,7939.415
NOR,conformal,7939.423
NOR,conformal,7939.575
NOR,conformal,7939.703
NOR,conformal,7939.775
NOR,conformal,7939.944
NOR,conformal,7939.995
NOR,conformal,7940.264
NOR,conformal,7940.275
NOR,conformal,7940.455
NOR,conformal,7940.464
NOR,conformal,7940.555
NOR,conformal,7940.704
NOR,conformal,7940.815
NOR,conformal,7940.904
NOR,conformal,7941.104
NOR,conformal,7941.115
NOR,conformal,7941.344
NOR,conformal,7941.516
NOR,conformal,7941.544
NOR,conformal,7941.655
NOR,conformal,7941.904
NOR,conformal,7941.955
NOR,conformal,7942.175
NOR,conformal,7942.264
NOR,conformal,7942.455
NOR,conformal,7942.544
NOR,conformal,7942.695
NOR,conformal,7942.904
NOR,conformal,7944.175
NOR,conformal,7944.184
NOR,conformal,7944.394
NOR,conformal,7944.423
NOR,conformal,7944.635
NOR,conformal,7944.835
NOR,conformal,7944.863
NOR,conformal,7945.095
NOR,conformal,7945.143
NOR,conformal,7945.315
NOR,conformal,7945.503
NOR,conformal,7945.695
NOR,conformal,7958.343
NOR,conformal,7958.395
NOR,conformal,7958.615
NOR,conformal,7958.623
NOR,conformal,7958.783
NOR,conformal,7958.795
NOR,conformal,7958.955
NOR,conformal,7958.983
NOR,conformal,7959.143
NOR,conformal,7961.475
NOR,conformal,7961.504
NOR,conformal,7961.704
NOR,conformal,8024.855
NOR,conformal,8024.864
NOR,conformal,8025.063
NOR,conformal,8025.255
NOR,conformal,8025.263
NOR,conformal,8025.515
NOR,conformal,8025.624
NOR,conformal,8025.735
NOR,conformal,8025.824
NOR,conformal,8025.836
NOR,conformal,8025.984
NOR,conformal,8026.055
NOR,conformal,8026.224
NOR,conformal,8026.376
NOR,conformal,8026.544
NOR,conformal,8026.735
NOR,conformal,8026.864
NOR,conformal,8026.976
NOR,conformal,8027.064
NOR,conformal,8027.276
NOR,conformal,8027.424
NOR,conformal,8027.624
NOR,conformal,8027.635
NOR,conformal,8027.816
NOR,conformal,8028.415
NOR,conformal,8028.464
NOR,conformal,8030.435
NOR,conformal,8030.504
NOR,conformal,8030.864
NOR,conformal,8030.935
NOR,conformal,8031.104
NOR,conformal,8031.115
NOR,conformal,8031.344
NOR,conformal,8031.395
NOR,conformal,8031.715
NOR,conformal,8031.783
NOR,conformal,8031.944
NOR,conformal,8031.995
NOR,conformal,8032.144
NOR,conformal,8032.315
NOR,conformal,8044.984
NOR,conformal,8045.175
NOR,conformal,8045.416
NOR,conformal,8045.424
NOR,conformal,8045.615
NOR,conformal,8045.624
NOR,conformal,8045.855
NOR,conformal,8046.035
NOR,conformal,8046.064
NOR,conformal,8046.224
NOR,conformal,8046.276
NOR,conformal,8047.316
NOR,conformal,8047.384
NOR,conformal,8047.475
NOR,conformal,8047.656
NOR,conformal,8047.824
NOR,conformal,8047.976
NOR,conformal,8048.064
NOR,conformal,8048.115
NOR,conformal,8048.416
NOR,conformal,8048.424
NOR,conformal,8048.704
NOR,conformal,8048.836
NOR,conformal,8049.064
NOR,conformal,8111.836
NOR,conformal,8111.865
NOR,conformal,8112.175
NOR,conformal,8112.185
NOR,conformal,8112.535
NOR,conformal,8112.544
NOR,conformal,8112.716
NOR,conformal,8112.824
NOR,conformal,8113.016
NOR,conformal,8113.184
NOR,conformal,8113.236
NOR,conformal,8113.435
NOR,conformal,8113.544
NOR,conformal,8113.704
NOR,conformal,8113.716
NOR,conformal,8113.944
NOR,conformal,8113.975
NOR,conformal,8114.264
NOR,conformal,8114.435
NOR,conformal,8114.656
NOR,conformal,8198.225
NOR,conformal,8198.235
NOR,conformal,8198.275
NOR,conformal,8198.575
NOR,conformal,8199.256
NOR,conformal,8199.265
NOR,conformal,8199.465
NOR,conformal,8199.516
NOR,conformal,8199.744
NOR,conformal,8199.776
NOR,conformal,8199.904
NOR,conformal,8200.215
NOR,conformal,8200.224
NOR,conformal,8200.384
NOR,conformal,8200.435
NOR,conformal,8200.544
NOR,conformal,8200.635
NOR,conformal,8200.824
NOR,conformal,8200.975
NOR,conformal,8201.024
NOR,conformal,8201.184
NOR,conformal,8201.275
NOR,conformal,8201.504
NOR,conformal,8201.515
NOR,conformal,8204.425
NOR,conformal,8204.775
NOR,conformal,8204.825
NOR,conformal,8204.976
NOR,conformal,8205.225
NOR,conformal,8205.295
NOR,conformal,8205.536
NOR,conformal,8205.585
NOR,conformal,8205.816
NOR,conformal,8205.976
NOR,conformal,8205.985
NOR,conformal,8206.136
NOR,conformal,8219.575
NOR,conformal,8219.625
NOR,conformal,8219.824
NOR,conformal,8220.064
NOR,conformal,8220.094
NOR,conformal,8251.595
NOR,conformal,8251.776
NOR,conformal,8251.785
NOR,conformal,8265.945
NOR,conformal,8266.354
NOR,conformal,8266.425
NOR,conformal,8266.654
NOR,conformal,8266.824
NOR,conformal,8268.024
NOR,conformal,8268.115
NOR,conformal,8268.155
NOR,conformal,8268.184
NOR,conformal,8268.435
NOR,conformal,8306.785
NOR,conformal,8307.055
NOR,conformal,8307.224
NOR,conformal,8307.235
NOR,conformal,8307.384
NOR,conformal,8307.435
NOR,conformal,8307.544
NOR,conformal,8307.784
NOR,conformal,8307.855
NOR,conformal,8308.056
NOR,conformal,8308.104
NOR,conformal,8308.295
NOR,conformal,8308.425
NOR,conformal,8308.475
NOR,conformal,8308.625
NOR,conformal,8308.635
NOR,conformal,8308.775
NOR,conformal,8308.785
NOR,conformal,8309.025
NOR,conformal,8309.035
NOR,conformal,8372.785
NOR,conformal,8372.935
NOR,conformal,8373.065
NOR,conformal,8373.095
NOR,conformal,8373.255
NOR,conformal,8373.305
NOR,conformal,8373.535
NOR,conformal,8373.545
NOR,conformal,8373.755
NOR,conformal,8373.975
NOR,conformal,8374.026
NOR,conformal,8374.155
NOR,conformal,8374.335
NOR,conformal,8374.345
NOR,conformal,8374.575
NOR,conformal,8374.585
NOR,conformal,8374.745
NOR,conformal,8374.795
NOR,conformal,8375.185
NOR,conformal,8375.195
NOR,conformal,8375.465
NOR,conformal,8459.666
NOR,conformal,8459.795
NOR,conformal,8459.906
NOR,conformal,8460.075
NOR,conformal,8460.106
NOR,conformal,8460.346
NOR,conformal,8460.355
NOR,conformal,8460.555
NOR,conformal,8460.666
NOR,conformal,8460.776
NOR,conformal,8460.906
NOR,conformal,8461.155
NOR,conformal,8461.346
NOR,conformal,8461.356
NOR,conformal,8461.505
NOR,conformal,8461.536
NOR,conformal,8461.636
NOR,conformal,8461.745
NOR,conformal,8461.876
NOR,conformal,8462.116
NOR,conformal,8462.185
NOR,conformal,8464.055
NOR,conformal,8464.385
NOR,conformal,8464.785
NOR,conformal,8465.015
NOR,conformal,8465.175
NOR,conformal,8465.225
NOR,conformal,8465.385
NOR,conformal,8465.455
NOR,conformal,8465.705
NOR,conformal,8465.865
NOR,conformal,8465.975
NOR,conformal,8466.025
NOR,conformal,8466.266
NOR,conformal,8466.335
NOR,conformal,8466.495
NOR,conformal,8466.586
NOR,conformal,8466.775
NOR,conformal,8479.906
NOR,conformal,8480.135
NOR,conformal,8480.226
NOR,conformal,8480.475
NOR,conformal,8480.506
NOR,conformal,8480.735
NOR,conformal,8480.826
NOR,conformal,8480.936
NOR,conformal,8481.026
NOR,conformal,8481.176
NOR,conformal,8481.306
NOR,conformal,8481.335
NOR,conformal,8566.746
NOR,conformal,8632.706
NOR,conformal,8632.736
NOR,conformal,8632.915
NOR,conformal,8632.946
NOR,conformal,8633.056
NOR,conformal,8633.106
NOR,conformal,8633.466
NOR,conformal,8633.535
NOR,conformal,8633.626
NOR,conformal,8633.906
NOR,conformal,8633.976
NOR,conformal,8634.156
NOR,conformal,8634.186
NOR,conformal,8634.315
NOR,conformal,8634.386
NOR,conformal,8634.586
NOR,conformal,8634.595
NOR,conformal,8634.786
NOR,conformal,8634.975
NOR,conformal,8635.066
NOR,conformal,8635.235
NOR,conformal,8635.346
NOR,conformal,8653.595
NOR,conformal,8653.666
NOR,conformal,8653.946
NOR,conformal,8654.056
NOR,conformal,8654.266
NOR,conformal,8654.396
NOR,conformal,8654.426
NOR,conformal,8654.826
NOR,conformal,8654.895
NOR,conformal,8655.115
NOR,conformal,8655.186
NOR,conformal,8655.346
NOR,conformal,8655.515
NOR,conformal,8655.706
NOR,conformal,8655.815
NOR,conformal,8655.946
NOR,conformal,8656.136
NOR,conformal,8656.315
NOR,conformal,8656.345
NOR,conformal,8656.665
NOR,conformal,8719.616
NOR,conformal,8719.666
NOR,conformal,8720.015
NOR,conformal,8720.026
NOR,conformal,8720.266
NOR,conformal,8720.396
NOR,conformal,8720.466
NOR,conformal,8720.635
NOR,conformal,8720.666
NOR,conformal,8720.866
NOR,conformal,8720.874
NOR,conformal,8721.175
NOR,conformal,8721.266
NOR,conformal,8721.466
NOR,conformal,8721.475
NOR,conformal,8721.746
NOR,conformal,8721.906
NOR,conformal,8721.935
NOR,conformal,8722.106
NOR,conformal,8722.235
NOR,conformal,8724.855
NOR,conformal,8724.986
NOR,conformal,8725.235
NOR,conformal,8725.266
NOR,conformal,8725.336
NOR,conformal,8725.506
NOR,conformal,8725.576
NOR,conformal,8725.826
NOR,conformal,8725.896
NOR,conformal,8726.226
NOR,conformal,8726.275
NOR,conformal,8726.376
NOR,conformal,8726.426
NOR,conformal,8726.626
NOR,conformal,8726.676
NOR,conformal,8726.786
NOR,conformal,8726.916
NOR,conformal,8739.546
NOR,conformal,8739.906
NOR,conformal,8740.076
NOR,conformal,8740.266
NOR,conformal,8740.395
NOR,conformal,8740.506
NOR,conformal,8740.595
NOR,conformal,8740.666
NOR,conformal,8740.946
NOR,conformal,8740.975
NOR,conformal,8741.146
NOR,conformal,8741.255
NOR,conformal,8741.466
NOR,conformal,8741.555
NOR,conformal,8741.706
NOR,conformal,8741.775
NOR,conformal,8742.066
NOR,conformal,8742.075
NOR,conformal,8742.335
NOR,conformal,8742.427
NOR,conformal,8742.707
NOR,conformal,8742.735
NOR,conformal,8742.976
NOR,conformal,8742.987
NOR,conformal,8743.295
NOR,conformal,8743.347
NOR,conformal,8743.475
NOR,conformal,8743.587
NOR,conformal,8743.615
NOR,conformal,8743.826
NOR,conformal,8743.856
NOR,conformal,8744.036
NOR,conformal,8744.066
NOR,conformal,8744.235
NOR,conformal,8744.266
NOR,conformal,8744.506
NOR,conformal,8744.515
NOR,conformal,8744.676
NOR,conformal,8744.706
NOR,conformal,8807.386
NOR,conformal,8807.515
NOR,conformal,8807.546
NOR,conformal,8807.555
NOR,conformal,8807.906
NOR,conformal,8807.915
NOR,conformal,8808.187
NOR,conformal,8808.315
NOR,conformal,8808.467
NOR,conformal,8808.515
NOR,conformal,8808.627
NOR,conformal,8808.827
NOR,conformal,8808.915
NOR,conformal,8808.987
NOR,conformal,8809.267
NOR,conformal,8809.295
NOR,conformal,8809.416
NOR,conformal,8809.587
NOR,conformal,8809.696
NOR,conformal,8809.875
NOR,conformal,8809.987
NOR,conformal,8810.736
NOR,conformal,8810.787
NOR,conformal,8810.946
NOR,conformal,8811.016
NOR,conformal,8811.226
NOR,conformal,8811.426
NOR,conformal,8811.495
NOR,conformal,8811.556
NOR,conformal,8811.896
NOR,conformal,8811.906
NOR,conformal,8812.055
NOR,conformal,8812.186
NOR,conformal,8812.295
NOR,conformal,8812.466
NOR,conformal,8812.626
NOR,conformal,8812.676
NOR,conformal,8829.175
NOR,conformal,8829.347
NOR,conformal,8829.395
NOR,conformal,8829.507
NOR,conformal,8829.556
NOR,conformal,8829.667
NOR,conformal,8829.715
NOR,conformal,8829.947
NOR,conformal,8829.955
NOR,conformal,8830.187
NOR,conformal,8830.215
NOR,conformal,8830.495
NOR,conformal,8830.547
NOR,conformal,8830.747
NOR,conformal,8830.755
NOR,conformal,8830.947
NOR,conformal,8831.035
NOR,conformal,8831.836
NOR,conformal,8831.866
NOR,conformal,8832.016
NOR,conformal,8844.027
NOR,conformal,8844.075
NOR,conformal,8844.187
NOR,conformal,8844.296
NOR,conformal,8844.506
NOR,conformal,8844.675
NOR,conformal,8844.706
NOR,conformal,8844.946
NOR,conformal,8845.186
NOR,conformal,8845.946
NOR,conformal,8845.975
NOR,conformal,8845.995
NOR,conformal,8915.507
NOR,conformal,8916.336
NOR,conformal,8931.307
NOR,conformal,8931.395
NOR,conformal,8931.655
NOR,conformal,8931.746
NOR,conformal,8931.855
NOR,conformal,8931.946
NOR,conformal,8932.035
NOR,conformal,8932.275
NOR,conformal,8932.346
NOR,conformal,8932.595
NOR,conformal,8932.666
NOR,conformal,8932.815
NOR,conformal,8932.906
NOR,conformal,8945.706
NOR,conformal,8945.815
NOR,conformal,8945.906
NOR,conformal,8946.095
NOR,conformal,8946.146
NOR,conformal,8946.295
NOR,conformal,8946.427
NOR,conformal,8988.375
NOR,conformal,8988.547
NOR,conformal,8988.707
NOR,conformal,8988.736
NOR,conformal,8988.856
NOR,conformal,8988.987
NOR,conformal,8989.056
NOR,conformal,8989.227
NOR,conformal,8989.276
NOR,conformal,9001.787
NOR,conformal,9002.027
NOR,conformal,9002.227
NOR,conformal,9002.235
NOR,conformal,9002.396
NOR,conformal,9002.547
NOR,conformal,9002.596
NOR,conformal,9002.747
NOR,conformal,9002.896
NOR,conformal,9002.987
NOR,conformal,9003.187
NOR,conformal,9012.555
NOR,conformal,9012.667
NOR,conformal,9012.835
NOR,conformal,9012.907
NOR,conformal,9013.015
NOR,conformal,9013.147
NOR,conformal,9013.175
NOR,conformal,9013.375
NOR,conformal,9013.427
NOR,conformal,9013.575
NOR,conformal,9013.855
NOR,conformal,9013.907
NOR,conformal,9014.056
NOR,conformal,9014.187
NOR,conformal,9014.195
NOR,conformal,9014.427
NOR,conformal,9014.435
NOR,conformal,9014.616
NOR,conformal,9014.627
NOR,conformal,9014.936
NOR,conformal,9014.947
NOR,conformal,9015.156
NOR,conformal,9015.256
NOR,conformal,9018.427
NOR,conformal,9018.635
NOR,conformal,9090.787
NOR,conformal,9091.155
